"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 31 17:53:03 GMT 2024","Wed Jul 31 17:53:16 GMT 2024","12830","e2e tests","example.spec.ts","Navigation Tests","","","Flaky test for navigation [Allure Flaky]",""
"passed","Wed Jul 31 17:54:11 GMT 2024","Wed Jul 31 17:54:18 GMT 2024","7117","e2e tests","example.spec.ts","Custom Annotation Tests","","","Flaky test with custom annotation [Allure Flaky]",""
"passed","Wed Jul 31 17:52:42 GMT 2024","Wed Jul 31 17:52:45 GMT 2024","3260","e2e tests","example.spec.ts","Cart Management Tests","","","Complete a purchase [Allure Step]",""
"passed","Tue Jul 30 10:24:49 GMT 2024","Tue Jul 30 10:24:53 GMT 2024","4213","e2e tests","example.spec.ts","","","","should sort products by price (low to high)",""
"passed","Wed Jul 31 17:52:27 GMT 2024","Wed Jul 31 17:52:30 GMT 2024","2395","e2e tests","example.spec.ts","Product Interaction Tests","","","Add a product to the cart [Allure Step]",""
"failed","Wed Jul 31 17:53:21 GMT 2024","Wed Jul 31 17:53:24 GMT 2024","2370","e2e tests","example.spec.ts","Performance Tests","","","Measure inventory page performance [Allure Step]",""
"passed","Tue Jul 30 10:24:49 GMT 2024","Tue Jul 30 10:24:54 GMT 2024","5127","e2e tests","example.spec.ts","","","","should log out successfully",""
"passed","Tue Jul 30 10:24:49 GMT 2024","Tue Jul 30 10:24:55 GMT 2024","5279","e2e tests","example.spec.ts","","","","should remove a product from the cart",""
"failed","Wed Jul 31 17:54:04 GMT 2024","Wed Jul 31 17:54:07 GMT 2024","2137","e2e tests","example.spec.ts","API Testing","","","Post API data [Allure API Testing]",""
"passed","Wed Jul 31 17:52:45 GMT 2024","Wed Jul 31 17:52:54 GMT 2024","8669","e2e tests","example.spec.ts","Cart Management Tests","","","Flaky test for checkout process [Allure Flaky]",""
"passed","Tue Jul 30 10:24:49 GMT 2024","Tue Jul 30 10:24:53 GMT 2024","4079","e2e tests","example.spec.ts","","","","should not log in with invalid credentials",""
